dog,2017-05-11 05:44:36.513287,/var/www/html/img/50.jpg,450,845,0.969381
dog,2017-05-11 05:46:52.775009,/var/www/html/img/72.jpg,450,845,0.969381
dog,2017-05-11 09:39:55.493500,/var/www/html/img/73.jpg,450,845,0.969381
dog,2017-05-11 09:48:47.936815,/var/www/html/img/77.jpg,450,845,0.969381
dog,2017-05-11 11:33:23.929781,/var/www/html/img/79.jpg,450,845,0.969381
cat,2017-05-12 01:16:49.143292,/var/www/html/img/80.jpg,600,1200,0.995007
dog,2017-05-12 02:10:53.031606,/var/www/html/img/81.jpg,450,845,0.969381
dog,2017-05-12 02:19:26.697282,/var/www/html/img/82.jpg,450,845,0.969381
dog,2017-05-12 02:28:09.070549,/var/www/html/img/83.jpg,450,845,0.969381
dog,2017-05-12 06:36:57.471331,/var/www/html/img/84.jpg,450,845,0.969381
cat,2017-05-18 11:33:15.483932,cat.jpeg,183,275,0.999585
dog,2017-05-18 11:38:42.376650,/var/www/html/img/83.jpg,450,845,0.969381
dog,2017-05-18 11:46:42.383103,/var/www/html/img/83.jpg,450,845,0.969381
dog,2017-05-18 11:46:54.793337,/var/www/html/img/83.jpg,450,845,0.969381
cat,2017-05-18 11:50:16.831849,/var/www/html/img/85.jpg,201,251,0.997162
dog,2017-05-18 12:02:14.603377,/var/www/html/img/84.jpg,450,845,0.969381
cat,2017-05-25 00:43:43.567915,/var/www/html/img/99.jpg,1600,2400,0.899404
cat,2017-05-25 02:19:10.822982,/var/www/html/img/101.jpg,1600,2400,0.899404
cat,2017-05-25 02:25:37.172901,/var/www/html/img/102.jpg,1600,2400,0.899404
cat,2017-05-25 15:07:55.215048,/var/www/html/img/90.jpg,201,251,0.997162
dog,2017-05-25 15:30:42.441984,/var/www/html/img/117.jpg,305,593,0.99579
cat,2017-05-26 01:22:44.771177,/var/www/html/img/118.jpg,1600,2400,0.899404
dog,2017-05-26 01:25:39.990021,/var/www/html/img/120.jpg,305,593,0.99579
dog,2017-05-28 16:54:23.609640,/var/www/html/img/123.jpg,960,1280,0.648855
dog,2017-05-28 16:57:33.215948,/var/www/html/img/124.jpg,960,1280,0.648855
dog,2017-05-28 17:00:50.316732,/var/www/html/img/125.jpg,960,1280,0.648855
dog,2017-05-28 17:03:38.361039,/var/www/html/img/126.jpg,960,1280,0.648855
dog,2017-05-28 17:08:32.181555,/var/www/html/img/127.jpg,960,1280,0.648855
dog,2017-05-28 17:10:42.400419,/var/www/html/img/128.jpg,640,480,0.927247
dog,2017-05-29 03:00:57.346710,/var/www/html/img/132.jpg,1530,856,0.438054
dog,2017-05-29 03:04:51.721947,/var/www/html/img/133.jpg,1530,856,0.438054
cat,2017-05-29 03:12:47.960450,/var/www/html/img/135.jpg,1532,1138,0.986992
dog,2017-05-29 03:21:32.856373,/var/www/html/img/136.jpg,1160,1126,0.994717
dog,2017-05-29 07:26:24.953076,/var/www/html/img/117.jpg,305,593,0.99579
cat,2017-05-29 07:54:33.144371,/var/www/html/img/141.jpg,1600,2400,0.899404
cat,2017-05-30 15:23:23.402354,/var/www/html/img/220.jpg,1600,2400,0.899404
cat,2017-05-30 15:24:49.740441,/var/www/html/img/220.jpg,1600,2400,0.899404
dog,2017-05-30 15:37:22.071872,/var/www/html/img/227.jpg,305,593,0.99579
dog,2017-05-30 15:38:25.517810,/var/www/html/img/228.jpg,305,593,0.99579
cat,2017-05-30 15:40:24.440295,/var/www/html/img/229.jpg,1600,2400,0.899404
cat,2017-05-30 15:43:13.504763,/var/www/html/img/230.jpg,1600,2400,0.899404
cat,2017-05-30 15:45:44.914819,/var/www/html/img/233.jpg,1702,2602,0.84274
cat,tensor-10,2017-05-30 15:45:32.416617,233.jpg,1702,2602,0.84274
